stt,ma_loai_vb,ten_san_pham,mo_ta,loai_san_pham,san_pham_chuan,nhom,he_so,linh_vuc,lech_nhom
1.1,8,"Chiến lược, Đề án phát triển Trường giai đoạn trung, dài hạn","Xây dựng, trình cấp có thẩm quyền phê duyệt Đề án phát triển Trường theo từng giai đoạn.",Đề án,,Nhóm 5,4.5,"1. Chiến lược, quy hoạch và kế hoạch phát triển",
1.2,7.3,"Chương trình, kế hoạch phát triển nhà trường trung – dài hạn",Cụ thể hóa Chiến lược/Đề án phát triển thành kế hoạch trung hạn 5 năm.,Kế hoạch,,Nhóm 4,3.5,"1. Chiến lược, quy hoạch và kế hoạch phát triển",
1.3,7.2,"Chương trình, kế hoạch công tác năm của Trường",Xây dựng kế hoạch công tác năm trình Hiệu trưởng ban hành.,Kế hoạch,,Nhóm 2,1.5,"1. Chiến lược, quy hoạch và kế hoạch phát triển",hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
1.4,7.1,"Chương trình, kế hoạch công tác tháng, quý của Trường",Cụ thể hóa kế hoạch năm thành kế hoạch quý/tháng.,Kế hoạch,x,Nhóm 1,1,"1. Chiến lược, quy hoạch và kế hoạch phát triển",hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
1.5,7.5,"Kế hoạch triển khai văn bản cấp trên (chương trình hành động thực hiện Nghị quyết, Chỉ thị)",Xây dựng chương trình hành động cụ thể hóa chủ trương cấp trên giao.,Kế hoạch,,Nhóm 2,1.5,"1. Chiến lược, quy hoạch và kế hoạch phát triển",hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
1.6,9.3,"Báo cáo sơ kết (quý, 6 tháng) hoạt động nhà trường","Đánh giá kết quả hoạt động nhà trường tháng, quý, 6 tháng.",Báo cáo,x,Nhóm 1,1,"1. Chiến lược, quy hoạch và kế hoạch phát triển",hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
1.7,9.2,Báo cáo tổng kết năm hoạt động nhà trường,"Tổng hợp, thống kê số liệu, đánh giá kết quả hoạt động nhà trường chu kỳ năm.",Báo cáo,,Nhóm 2,1.5,"1. Chiến lược, quy hoạch và kế hoạch phát triển",hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
1.8,9.3,"Báo cáo hoạt động nhà trường giai đoạn (3 năm, 5 năm, …)","Tổng hợp, thống kê số liệu, đánh giá kết quả hoạt động nhà trường giai đoạn 3 năm, 5 năm,...",Báo cáo,,Nhóm 2,2,"1. Chiến lược, quy hoạch và kế hoạch phát triển",hệ số 2 ≠ chuẩn Nhóm 2 = 1.2
1.9,8,"Chiến lược, đề án phát triển khoa, phòng","Xây dựng, trình cấp có thẩm quyền phê duyệt Đề án, chiến lược phát triển khoa, phòng thuộc Trường theo từng giai đoạn.",Đề án,,Nhóm 3,2.5,"1. Chiến lược, quy hoạch và kế hoạch phát triển",
1.10,7.3,"Chương trình/Kế hoạch triển khai đề án phát triển khoa, phòng","Chương trình, kế hoạch cụ thể hóa Chiến lược/Đề án phát triển khoa, phòng.",Kế hoạch,,Nhóm 2,1.5,"1. Chiến lược, quy hoạch và kế hoạch phát triển",hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
2.1,7.2,"Chương trình, kế hoạch công tác tuyển sinh hằng năm","Xây dựng kế hoạch tuyển sinh hằng năm theo ngành, trình độ đào tạo.",Kế hoạch,,Nhóm 2,1.5,2. Tuyển sinh,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
2.2,8,Phương án tuyển sinh,"Xây dựng phương án tuyển sinh (chỉ tiêu, phương thức xét tuyển) trình cấp có thẩm quyền.",Phương án,,Nhóm 2,1.5,2. Tuyển sinh,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
2.3,4,Thông báo tuyển sinh,"Thông báo chỉ tiêu, điều kiện, thời gian tuyển sinh đến người học.",Thông báo,,Nhóm 1,0.5,2. Tuyển sinh,
2.4,2,Quyết định thành lập Hội đồng tuyển sinh,"Thành lập Hội đồng, Ban giúp việc tuyển sinh theo từng đợt/năm.",Quyết định,,Nhóm 1,0.5,2. Tuyển sinh,
2.5,7.4,"Kế hoạch triển khai công tác tư vấn hướng nghiệp, tuyển sinh","Kế hoạch tổ chức tư vấn hướng nghiệp tại các trường phổ thông, địa phương.",Kế hoạch,,Nhóm 1,1,2. Tuyển sinh,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
2.6,9.5,Báo cáo kết quả tuyển sinh theo đợt/năm,"Tổng hợp, đánh giá kết quả tuyển sinh theo đợt/năm.",Báo cáo,,Nhóm 1,0.5,2. Tuyển sinh,
2.7,3,"Quy chế, quy định công tác tuyển sinh","Quy chế, quy định liên quan công tác tuyển sinh, tư vấn, hướng nghiệp",Quy chế/Quy định,,Nhóm 2,2.5,2. Tuyển sinh,hệ số 2.5 ≠ chuẩn Nhóm 2 = 1.2
2.8,5,Hướng dẫn liên quan công tác tuyển sinh,"Thông báo, hướng dẫn, công văn hướng dẫn liên quan công tác tuyển sinh",Hướng dẫn,,Nhóm 2,1.2,2. Tuyển sinh,
2.9,3.1,Văn bản phối hợp nội bộ Trường liên quan công tác tuyển sinh,,Công văn,,Nhóm 1,0.5,2. Tuyển sinh,
2.10,3.2,Công văn ra ngoài Trường liên quan công tác tuyển sinh,,Công văn,,Nhóm 1,0.5,2. Tuyển sinh,
2.11,9.4,"Báo cáo tiếp thu, giải trình liên quan công tác tuyển sinh",,Báo cáo,,Nhóm 1,0.5,2. Tuyển sinh,
2.12,16,Tham gia tuyển sinh,"Trực tiếp tham gia các hoạt động, đợt tuyển sinh theo phân công.",Đợt/Buổi tuyển sinh,,Nhóm 1,1,2. Tuyển sinh,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
2.13,16,Tư vấn tuyển sinh,"Tư vấn ngành, nghề, hồ sơ cho thí sinh, người học có nhu cầu.",Hồ sơ tuyển sinh,,Nhóm 1,1,2. Tuyển sinh,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
3.1,8,"Đề án mở ngành, nghề đào tạo mới","Xây dựng đề án mở ngành/nghề đào tạo mới theo chuẩn đầu ra, trình cấp có thẩm quyền phê duyệt.",Đề án,,Nhóm 4,3.5,3. Đào tạo,
3.2,7.4,"Kế hoạch xây dựng, phát triển chương trình, giáo trình đào tạo",,Kế hoạch,,Nhóm 2,1.5,3. Đào tạo,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
3.3,7.4,"Kế hoạch xây dựng, phát triển học liệu số",,Kế hoạch,,Nhóm 2,1.5,3. Đào tạo,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
3.4,2,"Quyết định, Kế hoạch thẩm định chương trình, giáo trình đào tạo",,Quyết định,x,Nhóm 1,1,3. Đào tạo,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
3.5,2,"Quyết định, Kế hoạch thẩm định học liệu số",,Quyết định,,Nhóm 1,1,3. Đào tạo,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
3.6,9.5,"Báo cáo kết quả biên soạn, thẩm định chương trình, giáo trình, học liệu số",,Báo cáo,,Nhóm 2,1.5,3. Đào tạo,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
3.7,7.3,"Chương trình đào tạo trình độ TC, CĐ","Chuẩn đầu ra, Chương trình đào tạo, chương trình chi tiết do nhà giáo biên soạn",Chương trình,,Nhóm 2,2,3. Đào tạo,hệ số 2 ≠ chuẩn Nhóm 2 = 1.2
3.8,7.2,"Chương trình đào tạo sơ cấp, ngắn hạn","Chương trình đào tạo, chương trình chi tiết trình độ sơ cấp, ngắn hạn do nhà giáo biên soạn",Chương trình,,Nhóm 2,2,3. Đào tạo,hệ số 2 ≠ chuẩn Nhóm 2 = 1.2
3.9,2,Quyết định ban hành chương trình đào tạo,"Ban hành, cập nhật chương trình đào tạo của ngành, nghề trình độ cao đẳng, trung cấp, sơ cấp và dưới 3 tháng.",Quyết định,,Nhóm 2,1.5,3. Đào tạo,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
3.10,7.2,Kế hoạch đào tạo năm học,Xây dựng kế hoạch tổ chức đào tạo cho năm học.,Kế hoạch,,Nhóm 2,1.5,3. Đào tạo,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
3.11,7.1,Kế hoạch giảng dạy học kỳ,"Xây dựng kế hoạch, thời khóa biểu giảng dạy học kỳ.",Kế hoạch,,Nhóm 1,1,3. Đào tạo,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
3.12,9.1,"Quyết định công nhận kết quả học tập học kỳ, năm học","Tổng hợp kết quả đào tạo theo học kỳ, năm học; ra quyết định công nhận",Báo cáo,,Nhóm 1,0.5,3. Đào tạo,
3.13,2,Quyết định công nhận tốt nghiệp,"Xét, công nhận tốt nghiệp cho người học theo khóa/đợt.",Quyết định,,Nhóm 1,0.5,3. Đào tạo,
3.14,11,"Theo dõi, cấp phát văn bằng, chứng chỉ",,Phiếu,,Nhóm 1,0.5,3. Đào tạo,
3.15,9.1,"Báo cáo tình hình cấp phát văn bằng, chứng chỉ",,Báo cáo,,Nhóm 1,0.5,3. Đào tạo,
3.16,,Giảng dạy theo kế hoạch,"Giảng dạy trên lớp theo TKB, chuẩn bị tài liệu, kế hoạch bài dạy",Giờ chuẩn,,Nhóm 2,1.2,3. Đào tạo,
3.17,16,Chủ nhiệm lớp,"Nhà giáo được phân công chủ nhiệm lớp, theo dõi, quản lý lớp học.",Sổ tay chủ nhiệm lớp,,Nhóm 1,0.5,3. Đào tạo,
3.18,16,"Thao giảng, dự giờ nhà giáo","Tổ chức, tham gia thao giảng, dự giờ đánh giá chuyên môn nhà giáo.",Phiếu dự giờ/thao giảng,,Nhóm 1,1,3. Đào tạo,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
3.19,16,Kiểm tra hoạt động dạy học,"Kiểm tra việc thực hiện kế hoạch, nội dung, phương pháp dạy học.",Biên bản kiểm tra,,Nhóm 1,0.5,3. Đào tạo,
3.20,16,"Coi thi kết thúc môn học, mô đun","Thực hiện nhiệm vụ coi thi kết thúc môn học, mô đun theo phân công.",Giờ coi thi (biên bản),,Nhóm 1,0.5,3. Đào tạo,
3.21,16,"Chấm thi kết thúc môn học, mô đun","Chấm bài thi kết thúc môn học, mô đun theo phân công.",Bảng điểm/bài thi đã chấm,,Nhóm 1,1,3. Đào tạo,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
3.22,16,"Kế hoạch vật tư thực hành môn học, mô đun","Lập kế hoạch vật tư, nguyên vật liệu phục vụ thực hành.",Kế hoạch,,Nhóm 1,1,3. Đào tạo,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
3.23,16,"Sinh hoạt chuyên môn cấp bộ môn, khoa","Tham gia, tổ chức sinh hoạt chuyên môn định kỳ của bộ môn, khoa.","Kế hoạch, Biên bản, Báo cáo",,Nhóm 1,1,3. Đào tạo,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
3.24,16,Quản lý hồ sơ giảng dạy và dữ liệu đào tạo,"Lập, cập nhật, quản lý hồ sơ giảng dạy và dữ liệu đào tạo cá nhân.",Hồ sơ giảng dạy/Dữ liệu đào tạo,,Nhóm 2,1.5,3. Đào tạo,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
3.25,16,"Giáo trình đào tạo môn học, mô đun","Nhà giáo trực tiếp biên soạn, cập nhật  giáo trình theo phân công.",Giáo trình,,Nhóm 4,3.5,3. Đào tạo,
3.26,16,"Ngân hàng đề thi, câu hỏi thi môn học, mô đun","Biên soạn, bổ sung câu hỏi vào ngân hàng đề thi môn học, mô đun.",Đề thi/Ngân hàng câu hỏi,,Nhóm 2,2,3. Đào tạo,hệ số 2 ≠ chuẩn Nhóm 2 = 1.2
3.27,16,"Thẩm định chương trình, giáo trình đào tạo theo phân công","Tham gia hội đồng, thực hiện thẩm định chuyên môn chương trình, giáo trình.",Biên bản thẩm định/Phiếu,,Nhóm 2,2,3. Đào tạo,hệ số 2 ≠ chuẩn Nhóm 2 = 1.2
3.28,16,"Thẩm định, phản biện ngân hàng đề thi, câu hỏi thi","Phản biện, thẩm định chất lượng câu hỏi trong ngân hàng đề thi.",Phiếu/Biên bản thẩm định,,Nhóm 2,1.5,3. Đào tạo,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
3.29,16,"Theo dõi kết quả học tập, tổ chức học lại, học cải thiện","Theo dõi kết quả học tập; lập danh sách, tổ chức học lại/học cải thiện.","Kế hoạch/Danh sách học lại, học cải thiện",,Nhóm 2,1.5,3. Đào tạo,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
3.30,16,"Văn bản đề xuất miễn trừ, bảo lưu và công nhận kết quả học tập","Xét, đề xuất miễn trừ, bảo lưu, công nhận kết quả học tập cho người học.",Biên bản/Văn bản đề xuất,,Nhóm 1,0.5,3. Đào tạo,
3.31,16,Báo cáo đánh giá chương trình đào tạo,Tổ chức đánh giá định kỳ chương trình đào tạo đang triển khai.,Báo cáo đánh giá chương trình,,Nhóm 3,2.5,3. Đào tạo,
3.32,16,Xây dựng học liệu số và bài giảng điện tử,"Biên soạn bài giảng điện tử, học liệu số phục vụ giảng dạy.",Bài giảng điện tử/Học liệu số,,Nhóm 3,2.5,3. Đào tạo,
3.33,17,"Đề xuất sửa chữa, bảo dưỡng trang thiết bị đào tạo","Phát hiện, đề xuất kịp thời sửa chữa, bảo dưỡng trang thiết bị của bộ môn, khoa.",Đề xuất/Phiếu đề nghị,,Nhóm 2,1.2,3. Đào tạo,
3.34,17,Lưu trữ hồ sơ nhà giáo,"Sắp xếp, lưu trữ hồ sơ chuyên môn, nghiệp vụ của nhà giáo.",Hồ sơ lưu trữ,,Nhóm 1,1,3. Đào tạo,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
3.35,17,"Tham mưu in, cấp phát, quản lý lưu trữ văn bằng, chứng chỉ","Tham mưu quy trình in phôi, cấp phát, lưu trữ văn bằng, chứng chỉ.",Đề xuất cấp phôi/Sổ quản lý,,Nhóm 1,1,3. Đào tạo,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
3.36,2,Quyết định cử nhà giáo tham gia thực hành tại doanh nghiệp,"Tham mưu ban hành quyết định cử nhà giáo thực hành tại cơ quan, doanh nghiệp để nâng cao kỹ năng thực hành, tiếp cận công nghệ mới",Quyết định,,Nhóm 1,1,3. Đào tạo,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
4.1,7.5,Kế hoạch triển khai tự đánh giá chất lượng giáo dục,Xây dựng kế hoạch tự đánh giá phục vụ kiểm định chất lượng giáo dục nghề nghiệp.,Kế hoạch,,Nhóm 2,1.5,4. Bảo đảm chất lượng,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
4.2,9.3,Báo cáo giai đoạn tự đánh giá chất lượng giáo dục (kiểm định),Xây dựng báo cáo tự đánh giá theo bộ tiêu chuẩn kiểm định.,Báo cáo,,Nhóm 4,3.5,4. Bảo đảm chất lượng,
4.3,3,Quy định về bảo đảm chất lượng nội bộ,Ban hành quy định hệ thống bảo đảm chất lượng nội bộ của Trường.,Quy chế/Quy định,,Nhóm 2,2,4. Bảo đảm chất lượng,hệ số 2 ≠ chuẩn Nhóm 2 = 1.2
4.4,7.4,Kế hoạch triển khai cải tiến chất lượng sau kiểm định,"Xây dựng kế hoạch khắc phục, cải tiến sau kết luận kiểm định.",Kế hoạch,,Nhóm 2,1.5,4. Bảo đảm chất lượng,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
4.5,7.4,Kế hoạch xây dựng mục tiêu chất lượng,,Kế hoạch,,Nhóm 2,1.5,4. Bảo đảm chất lượng,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
4.6,2,Quyết định ban hành mục tiêu chất lượng,,Quyết định,,Nhóm 1,1,4. Bảo đảm chất lượng,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
4.7,9.2,Báo cáo kết quả thực hiện mục tiêu chất lượng,,Báo cáo,,Nhóm 2,1.5,4. Bảo đảm chất lượng,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
4.8,17,"Số hóa, sắp xếp và lưu trữ hồ sơ công tác khảo thí, kiểm tra","Số hóa, sắp xếp, lưu trữ hồ sơ khảo thí, kiểm tra, hồ sơ các lớp bồi dưỡng.","Hồ sơ được số hóa, sắp xếp, lưu trữ đầy đủ",,Nhóm 1,1,4. Bảo đảm chất lượng,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
4.9,7.4,Kế hoạch triển khai tự đánh giá chương trình đào tạo,Xây dựng kế hoạch triển khai tự đánh giá chương trình đào tạo,Kế hoạch,,Nhóm 1,1,4. Bảo đảm chất lượng,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
4.10,9.5,Báo cáo tự đánh giá chương trình đào tạo,"Báo cáo mô tả các tiêu chuẩn, tiêu chí, minh chứng theo quy định",Báo cáo,,Nhóm 3,2.5,4. Bảo đảm chất lượng,
5.1,7.2,"Chương trình, kế hoạch nghiên cứu khoa học, công nghệ năm",Xây dựng kế hoạch hoạt động khoa học công nghệ hằng năm.,Kế hoạch,,Nhóm 2,1.5,"5. Khoa học, công nghệ và đổi mới hoạt động chuyên môn",hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
5.2,8,Thuyết minh đề tài nghiên cứu khoa học cấp Trường (Đề án),Xây dựng thuyết minh đề tài nghiên cứu khoa học trình cấp có thẩm quyền phê duyệt.,Đề án,,Nhóm 3,2.5,"5. Khoa học, công nghệ và đổi mới hoạt động chuyên môn",
5.3,9.5,Báo cáo nghiệm thu đề tài nghiên cứu khoa học,"Báo cáo kết quả, tổ chức nghiệm thu đề tài nghiên cứu khoa học.",Báo cáo,,Nhóm 2,1.5,"5. Khoa học, công nghệ và đổi mới hoạt động chuyên môn",hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
5.4,2,"Kế hoạch, Quyết định nghiệm thu đề tài nghiên cứu khoa học, sáng kiến",,Quyết định,,Nhóm 1,1,"5. Khoa học, công nghệ và đổi mới hoạt động chuyên môn",hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
5.5,13,"Hợp đồng chuyển giao công nghệ, dịch vụ khoa học công nghệ","Ký kết hợp đồng chuyển giao công nghệ, cung cấp dịch vụ khoa học công nghệ.",Hợp đồng,,Nhóm 3,2.5,"5. Khoa học, công nghệ và đổi mới hoạt động chuyên môn",
5.6,17,"Quản lý, lưu trữ hồ sơ và cơ sở dữ liệu khoa học công nghệ, đổi mới sáng tạo","Quản lý, lưu trữ hồ sơ, cơ sở dữ liệu về hoạt động KHCN, ĐMST, NCKH của HSSV.",Hồ sơ lưu trữ/Cơ sở dữ liệu,,Nhóm 2,1.5,"5. Khoa học, công nghệ và đổi mới hoạt động chuyên môn",hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
6.1,7.2,"Chương trình, kế hoạch hợp tác doanh nghiệp trong đào tạo","Xây dựng kế hoạch phối hợp doanh nghiệp tham gia đào tạo, thực hành, thực tập.",Kế hoạch,,Nhóm 2,1.5,6. Hợp tác đào tạo và gắn kết doanh nghiệp,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
6.2,14,Bản ghi nhớ hợp tác đào tạo với doanh nghiệp,"Ký kết bản ghi nhớ hợp tác với doanh nghiệp, đối tác đào tạo.",Bản ghi nhớ/Bản thỏa thuận,,Nhóm 2,1.5,6. Hợp tác đào tạo và gắn kết doanh nghiệp,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
6.3,13,"Hợp đồng đào tạo theo đặt hàng, bồi dưỡng lao động","Ký kết hợp đồng đào tạo, đào tạo lại/bồi dưỡng lao động theo đặt hàng.",Hợp đồng,,Nhóm 3,2.5,6. Hợp tác đào tạo và gắn kết doanh nghiệp,
6.4,9.5,Báo cáo kết quả hợp tác doanh nghiệp,"Tổng hợp, đánh giá kết quả hợp tác doanh nghiệp trong đào tạo.",Báo cáo,,Nhóm 1,1,6. Hợp tác đào tạo và gắn kết doanh nghiệp,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
6.5,17,"Quản lý và lưu trữ hồ sơ hợp tác doanh nghiệp, thực hành, thực tập","Quản lý, lưu trữ hồ sơ liên quan hợp tác doanh nghiệp, thực hành, thực tập của người học.",Hồ sơ lưu trữ,,Nhóm 2,1.5,6. Hợp tác đào tạo và gắn kết doanh nghiệp,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
7.1,7.4,"Kế hoạch triển khai phối hợp hướng nghiệp, phân luồng học sinh","Phối hợp trường phổ thông, trung tâm GDNN-GDTX tuyên truyền, phân luồng học sinh.",Kế hoạch,,Nhóm 2,1.5,"7. Quan hệ với cơ sở giáo dục, gia đình và xã hội",hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
7.2,8,"Đề án đào tạo tiếng Việt cho người nước ngoài, tiếng dân tộc thiểu số","Xây dựng, tổ chức chương trình đào tạo, bồi dưỡng tiếng Việt/tiếng dân tộc thiểu số.",Đề án,,Nhóm 3,2.5,"7. Quan hệ với cơ sở giáo dục, gia đình và xã hội",
7.3,14,"Bản thỏa thuận hợp tác với cơ sở giáo dục nghề nghiệp, giáo dục đại học",Ký kết thỏa thuận liên kết đào tạo với cơ sở giáo dục khác.,Bản ghi nhớ/Bản thỏa thuận,,Nhóm 2,1.5,"7. Quan hệ với cơ sở giáo dục, gia đình và xã hội",hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
7.4,9.5,"Báo cáo công tác truyền thông, quan hệ với gia đình và xã hội","Tổng hợp kết quả công tác truyền thông, phối hợp gia đình người học.",Báo cáo,,Nhóm 1,1,"7. Quan hệ với cơ sở giáo dục, gia đình và xã hội",hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.1,7.5,Kế hoạch triển khai nhiệm vụ chính trị đột xuất do cấp trên giao,"Xây dựng kế hoạch triển khai nhiệm vụ chính trị đột xuất, chuyên đề được giao.",Kế hoạch,,Nhóm 2,1.5,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
8.2,9.1,"Báo cáo tuần, tháng, quý kết quả thực hiện nhiệm vụ chính trị",Báo cáo định kỳ tuần/tháng/quý kết quả thực hiện nhiệm vụ được giao.,Báo cáo,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.3,7.4,"Kế hoạch triển khai các nhiệm vụ chuyên môn, nghiệp vụ khác","Kế hoạch triển khai các nhiệm vụ chuyên môn, nghiệp vụ khác phát sinh trong quá trình thực hiện",Kế hoạch,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.4,3.2,Công văn ra ngoài Trường báo cáo tình hình thực hiện nhiệm vụ đột xuất,"Báo cáo nhanh tình hình, kết quả thực hiện nhiệm vụ đột xuất theo yêu cầu cấp trên.",Công văn,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.5,16,"Kế hoạch công tác cá nhân theo năm học, quý","Xây dựng kế hoạch công tác cá nhân theo năm học, quý làm cơ sở giao việc, đánh giá.",Kế hoạch,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.6,16,"Họp, sinh hoạt chuyên đề, trao đổi chuyên môn nghiệp vụ các cấp","Tham gia các cuộc họp, sinh hoạt chuyên đề, trao đổi nghiệp vụ do Trường, đơn vị tổ chức.",Cuộc họp,,Nhóm 1,0.5,8. Thực hiện nhiệm vụ chính trị được giao,
8.7,16,"Học tập, bồi dưỡng nội dung liên quan nhiệm vụ được giao","Tham gia các lớp học tập, bồi dưỡng chuyên môn, nghiệp vụ, lý luận chính trị.",Chứng chỉ/Chứng nhận hoàn thành,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.8,17,"Đưa đón lãnh đạo, cán bộ, công chức, người học","Thực hiện nhiệm vụ đưa đón lãnh đạo, cán bộ, công chức, người học phục vụ công tác.",Lượt/Chuyến,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.9,17,"Phối hợp tổ chức hoạt động huấn luyện an toàn, vệ sinh lao động","Phối hợp, tham mưu tổ chức lớp huấn luyện an toàn, vệ sinh lao động.","Kế hoạch, Hợp đồng, Báo cáo",,Nhóm 2,1.5,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1.5 ≠ chuẩn Nhóm 2 = 1.2
8.10,17,"Chuẩn bị hội trường, cơ sở vật chất phục vụ hội nghị","Chuẩn bị hội trường, âm thanh, trang thiết bị phục vụ hội nghị, sự kiện của Trường.",Theo kế hoạch,,Nhóm 1,0.5,8. Thực hiện nhiệm vụ chính trị được giao,
8.11,17,"Vệ sinh, dọn dẹp phòng làm việc, hội trường phục vụ hoạt động chung","Vệ sinh, dọn dẹp phòng làm việc, hội trường phục vụ hoạt động thường xuyên, sự kiện của Trường.",Lượt/Công việc,,Nhóm 1,0.5,8. Thực hiện nhiệm vụ chính trị được giao,
8.12,4,"Thông báo kết luận các cuộc họp định kỳ, chuyên đề","Thông báo kết luận các cuộc họp giao ban tuần, sinh hoạt chuyên đề,…",Thông báo,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.13,7.4,"Kế hoạch trang bị bổ sung sách, tài liệu tham khảo","Ra thông báo rà soát, thu thập thông tin, tham mưu ban hành kế hoạch trang bị sách, tài liệu tham khảo",Kế hoạch,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.14,17,Thực hiện nghiệp vụ thư viện trên phần mềm,,Dữ liệu,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.15,17,Phục vụ bạn đọc,,Lượt,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.16,17,Sắp xếp kho sách,,Công việc,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.17,17,"Biên mục sách, tài liệu tham khảo","Gán nhãn, mã, phân loại sách, tài liệu tham khảo",Cuốn,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.18,7.4,Kế hoạch liên quan hoạt động thư viện,"Ngày văn hóa đọc,..",Kế hoạch,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.19,9.2,Báo cáo kết quả hoạt động thư viện hằng năm,,Báo cáo,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.20,17,Quản lý tài sản thư viện,,Công việc,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
8.21,17,Thực hiện các nghiệp vụ khác tại thư viên,"Kiểm kê, bảo quản tài liệu, sách, thu hồi sách, thanh lọc sách,…",Công việc,,Nhóm 1,1,8. Thực hiện nhiệm vụ chính trị được giao,hệ số 1 ≠ chuẩn Nhóm 1 = 0.5
